name: 213/profile/04.jpg, resolution: 109x152, color: RGB, face detected: True, distances: [0.65, 1.0, 0.78, 0.5, 0.49, 0.3, 0.28, 0.11, 0.15, 0.1, 0.37, 0.49, 0.49], mean: 0.4392307692307693
name: 139/profile/01.jpg, resolution: 184x185, color: RGB, face detected: True, distances: [0.44, 0.64, 1.35, 0.67, 0.54, 0.91, 0.62, 0.76, 0.4, 1.11, 0.93, 0.51, 0.81], mean: 0.7453846153846155
name: 139/profile/02.jpg, resolution: 94x112, color: RGB, face detected: True, distances: [0.53, 0.5, 1.14, 0.81, 0.75, 0.91, 0.65, 0.79, 0.53, 1.04, 0.76, 0.35, 0.62], mean: 0.7215384615384615
name: 139/profile/03.jpg, resolution: 399x406, color: RGB, face detected: True, distances: [0.41, 0.68, 1.35, 0.62, 0.51, 0.9, 0.6, 0.74, 0.39, 1.12, 0.93, 0.51, 0.79], mean: 0.7346153846153847
name: 139/profile/04.jpg, resolution: 267x287, color: RGB, face detected: True, distances: [0.49, 0.4, 0.68, 0.58, 1.02, 0.59, 0.48, 0.51, 0.74, 0.71, 0.35, 0.44, 0.38], mean: 0.566923076923077
name: 320/profile/01.jpg, resolution: 274x282, color: RGB, face detected: True, distances: [0.57, 0.4, 0.68, 0.62, 1.04, 0.57, 0.49, 0.49, 0.73, 0.62, 0.24, 0.33, 0.32], mean: 0.5461538461538462
name: 320/profile/02.jpg, resolution: 300x300, color: RGB, face detected: True, distances: [0.47, 0.62, 1.17, 0.5, 0.51, 0.79, 0.5, 0.69, 0.38, 1.09, 0.88, 0.45, 0.69], mean: 0.6723076923076922
name: 320/profile/03.jpg, resolution: 272x293, color: RGB, face detected: True, distances: [0.6, 0.6, 0.99, 0.54, 0.58, 0.75, 0.47, 0.67, 0.4, 1.14, 0.84, 0.49, 0.72], mean: 0.6761538461538462
name: 320/profile/04.jpg, resolution: 340x334, color: RGB, face detected: True, distances: [0.49, 0.43, 0.53, 0.73, 1.14, 0.62, 0.61, 0.54, 0.82, 0.59, 0.22, 0.28, 0.23], mean: 0.5561538461538462
name: 116/profile/01.jpg, resolution: 289x275, color: RGB, face detected: True, distances: [0.54, 0.34, 0.6, 0.67, 0.97, 0.69, 0.54, 0.56, 0.67, 0.75, 0.32, 0.35, 0.24], mean: 0.556923076923077
name: 116/profile/02.jpg, resolution: 300x328, color: RGB, face detected: True, distances: [0.5, 0.57, 0.54, 0.81, 1.09, 0.51, 0.56, 0.45, 0.72, 0.35, 0.07, 0.11, 0.25], mean: 0.5023076923076923
name: 116/profile/03.jpg, resolution: 283x282, color: RGB, face detected: True, distances: [0.59, 0.29, 0.79, 0.55, 0.93, 0.58, 0.43, 0.47, 0.63, 0.71, 0.27, 0.35, 0.25], mean: 0.5261538461538462
name: 116/profile/04.jpg, resolution: 290x288, color: RGB, face detected: True, distances: [0.34, 0.58, 1.37, 0.59, 0.57, 0.95, 0.58, 0.8, 0.36, 1.13, 0.89, 0.44, 0.71], mean: 0.716153846153846
name: 114/profile/01.jpg, resolution: 275x312, color: RGB, face detected: True, distances: [0.97, 1.43, 2.08, 1.21, 0.9, 1.45, 1.25, 1.39, 0.92, 1.87, 1.7, 1.21, 1.58], mean: 1.3815384615384616
name: 114/profile/02.jpg, resolution: 270x270, color: RGB, face detected: True, distances: [0.62, 1.12, 1.83, 1.11, 0.92, 1.39, 1.12, 1.29, 0.81, 1.77, 1.49, 1.02, 1.42], mean: 1.2238461538461538
name: 114/profile/03.jpg, resolution: 250x269, color: RGB, face detected: True, distances: [0.88, 1.59, 2.0, 1.34, 1.18, 1.47, 1.33, 1.45, 1.15, 2.08, 1.84, 1.47, 1.81], mean: 1.5069230769230768
name: 114/profile/04.jpg, resolution: 419x432, color: RGB, face detected: True, distances: [0.56, 0.27, 0.91, 0.52, 0.98, 0.54, 0.44, 0.48, 0.76, 0.79, 0.37, 0.5, 0.32], mean: 0.5723076923076924
name: 025/profile/01.jpg, resolution: 138x158, color: RGB, face detected: True, distances: [0.45, 0.7, 1.36, 0.49, 0.44, 0.82, 0.48, 0.72, 0.23, 1.14, 0.83, 0.35, 0.8], mean: 0.6776923076923077
